iter	MAE
1682	584.3058185
1683	584.2720436
1684	584.2163769
1685	584.1950129
1686	584.1524716
1687	584.1325849
1688	584.1026396
1689	584.0665813
1690	584.0110386
1691	583.9302947
1692	583.9011434
1693	583.8603487
1694	583.8489228
1695	583.7162489
1696	583.5774403
1697	583.5062961
1698	583.3732598
1699	583.3580348
1700	583.3408123
1701	583.2754217
1702	583.1326213
1703	583.1112766
1704	583.0869215
1705	583.0439305
1706	582.9393745
1707	582.8093096
1708	582.7904023
1709	582.7773683
1710	582.7283424
1711	582.657218
1712	582.635269
1713	582.5740056
1714	582.5313026
1715	582.4656381
1716	582.3106711
1717	582.2718598
1718	582.2449597
1719	582.0865365
1720	581.8670093
1721	581.8338135
1722	581.8081234
1723	581.7170912
1724	581.678594
1725	581.6647334
1726	581.6432894
1727	581.5350191
1728	581.4018953
1729	581.2560611
1730	581.2197979
1731	581.1653559
1732	581.1406801
1733	581.1071918
1734	581.0641207
1735	581.012694
1736	580.9742655
1737	580.9668035
1738	580.8997869
1739	580.8464878
1740	580.7632067
1741	580.7113082
1742	580.6450912
1743	580.5740713
1744	580.4371463
1745	580.353259
1746	580.2974643
1747	580.2518903
1748	580.1887751
1749	580.1393264
1750	580.1021263
1751	580.0065787
1752	579.9735652
1753	579.8411609
1754	579.824629
1755	579.8167461
1756	579.7039686
1757	579.6669223
1758	579.6259048
1759	579.6117831
1760	579.5073265
1761	579.4411997
1762	579.4262496
1763	579.3634922
1764	579.2219825
1765	579.1851782
1766	579.0885575
1767	578.9451992
1768	578.9071214
1769	578.8864704
1770	578.8570692
1771	578.803352
1772	578.6837653
1773	578.6547204
1774	578.6430703
1775	578.5694393
1776	578.5515353
1777	578.4691777
1778	578.4339398
1779	578.4081555
1780	578.3161889
1781	578.2677021
1782	578.2357635
1783	578.2117802
1784	578.1747497
1785	578.0705237
1786	577.9871772
1787	577.8624167
1788	577.7468461
1789	577.721941
1790	577.7043107
1791	577.6901734
1792	577.6583844
1793	577.643387
1794	577.5337251
1795	577.4728058
1796	577.4571869
1797	577.280489
1798	577.2567789
1799	577.1393639
1800	577.0597461
1801	577.0451387
1802	576.9991122
1803	576.952658
1804	576.9225278
1805	576.8912389
1806	576.7712669
1807	576.7360255
1808	576.685545
1809	576.6583863
1810	576.6429544
1811	576.6005502
1812	576.5491754
1813	576.4903184
1814	576.4272818
1815	576.2976676
1816	576.2808344
1817	576.2591869
1818	576.066525
1819	576.0189479
1820	575.9208243
1821	575.8814743
1822	575.8216046
1823	575.7595609
1824	575.7312588
1825	575.6946306
1826	575.6063955
1827	575.589793
1828	575.4113766
1829	575.3261806
1830	575.2977018
1831	575.2738634
1832	575.1683834
1833	575.0748892
1834	575.0552453
1835	574.9729235
1836	574.9540732
1837	574.8934099
1838	574.7069256
1839	574.6747879
1840	574.6531056
1841	574.6456839
1842	574.6184536
1843	574.5755903
1844	574.5643281
1845	574.4495329
1846	574.3787746
1847	574.3220831
1848	574.3072591
1849	574.182364
1850	574.1721841
1851	574.1341091
1852	574.1225336
1853	574.0738374
1854	573.9705083
1855	573.9264149
1856	573.8968035
1857	573.8561398
1858	573.8250322
1859	573.7292355
1860	573.7179331
1861	573.6785806
1862	573.6271906
1863	573.5493174
1864	573.5027243
1865	573.4304716
1866	573.3053768
1867	573.2904294
1868	573.2127734
1869	573.1343823
1870	572.9525932
1871	572.9339944
1872	572.9126872
1873	572.8709483
1874	572.8247379
1875	572.726112
1876	572.6752995
1877	572.6518485
1878	572.5250219
1879	572.478616
1880	572.4590067
1881	572.316056
1882	572.2439332
1883	572.2228645
1884	572.0443989
1885	572.0189711
1886	571.9795714
1887	571.9042774
1888	571.8751607
1889	571.7806278
1890	571.761454
1891	571.749603
1892	571.6812408
1893	571.6719544
1894	571.6557117
1895	571.5939401
1896	571.488934
1897	571.3561059
1898	571.3182043
1899	571.2346848
1900	571.142288
1901	571.1077864
1902	571.0881425
1903	571.0720768
1904	571.0340501
1905	571.0148062
1906	570.9597249
1907	570.9439371
1908	570.8118284
1909	570.7326605
1910	570.7018217
1911	570.6428711
1912	570.5720686
1913	570.4012628
1914	570.3838705
1915	570.2922963
1916	570.1610722
1917	570.1075021
1918	570.0434385
1919	569.9462128
1920	569.8115332
1921	569.8026475
1922	569.742179
1923	569.6903455
1924	569.6173286
1925	569.4430927
1926	569.4147131
1927	569.3883044
1928	569.3736091
1929	569.2944825
1930	569.2585691
1931	569.1774737
1932	569.1644484
1933	569.0282568
1934	568.984705
1935	568.8939994
1936	568.7797198
1937	568.7690983
1938	568.6398294
1939	568.4580873
1940	568.3534802
1941	568.253625
1942	568.1034033
1943	568.080901
1944	568.0555688
1945	567.8340111
1946	567.7781668
1947	567.7275899
1948	567.667765
1949	567.6439578
1950	567.6197834
1951	567.5874061
1952	567.5728684
1953	567.4173125
1954	567.3448883
1955	567.2427798
1956	567.2082234
1957	567.1465898
1958	567.1303125
1959	567.079241
1960	567.0497053
1961	566.99423
1962	566.8820422
1963	566.8591065
1964	566.8533431
1965	566.8426428
1966	566.8329888
1967	566.7639073
1968	566.7392771
1969	566.7036862
1970	566.6307378
1971	566.5599293
1972	566.5223317
1973	566.4824347
1974	566.4119106
1975	566.3891906
1976	566.3799399
1977	566.3643388
1978	566.3492631
1979	566.3151986
1980	566.1853166
1981	566.1599741
1982	566.1422386
1983	566.1226024
1984	566.0460675
1985	566.0366695
1986	565.9897546
1987	565.8902473
1988	565.8435846
1989	565.7504773
1990	565.7275271
1991	565.7153684
1992	565.6411024
1993	565.6140825
1994	565.5699719
1995	565.5546212
1996	565.5038323
1997	565.4582327
1998	565.3969393
1999	565.3177537
2000	565.2990937
2001	565.2657625
2002	565.180515
2003	565.0754774
2004	565.0418464
2005	564.9866129
2006	564.9697531
2007	564.9111673
2008	564.7310192
2009	564.6807215
2010	564.6508248
2011	564.5005593
2012	564.4855554
2013	564.4399748
2014	564.3694478
2015	564.2581272
2016	564.1446427
2017	564.0967195
2018	564.0191732
2019	563.9897905
2020	563.9589238
2021	563.9411438
2022	563.9017011
2023	563.8578719
2024	563.8387352
2025	563.7826112
2026	563.702904
2027	563.6632061
2028	563.6392455
2029	563.5701554
2030	563.5359968
2031	563.5144999
2032	563.4523462
2033	563.4401518
2034	563.4340902
2035	563.4037099
2036	563.3883193
2037	563.3707412
2038	563.3289392
2039	563.3127489
2040	563.2611415
2041	563.2513232
2042	563.2277914
2043	563.1878263
2044	563.1787245
2045	563.1559491
2046	563.0642587
2047	562.910673
2048	562.8594089
2049	562.7842543
2050	562.7742407
2051	562.7477563
2052	562.7000901
2053	562.6623355
2054	562.6450213
2055	562.5704989
2056	562.5291774
2057	562.4832538
2058	562.4282903
2059	562.2261275
2060	562.1929995
2061	562.0911011
2062	562.0231376
2063	561.9745891
2064	561.9127935
2065	561.8956711
2066	561.8554708
2067	561.7781056
2068	561.7309165
2069	561.6654765
2070	561.6207931
2071	561.5294466
2072	561.4360237
2073	561.4233614
2074	561.3902547
2075	561.3664635
2076	561.33275
2077	561.2743276
2078	561.2651285
2079	561.1715758
2080	561.126853
2081	561.1047762
2082	561.0581592
2083	561.0451641
2084	561.0203607
2085	560.9795795
2086	560.9231387
2087	560.8977007
2088	560.8838875
2089	560.8704167
2090	560.7977087
2091	560.7728803
2092	560.7624845
2093	560.6363089
2094	560.5553359
2095	560.5337319
2096	560.4839803
2097	560.4351419
2098	560.4230014
2099	560.4075942
2100	560.3896254
2101	560.2617765
2102	560.2220175
2103	560.1650881
2104	560.1405618
2105	560.1289091
2106	560.1205323
2107	560.0191256
2108	559.9972602
2109	559.9091161
2110	559.8853858
2111	559.8744862
2112	559.8334743
2113	559.7929993
2114	559.6513192
2115	559.6277863
2116	559.4369611
2117	559.3834847
2118	559.3541236
2119	559.3470916
2120	559.3030159
2121	559.2798221
2122	559.2052871
2123	559.1303903
2124	559.1144741
2125	559.0577235
2126	559.0313518
2127	558.9148787
2128	558.8997498
2129	558.8733745
2130	558.8288534
2131	558.7651395
2132	558.743679
2133	558.5403646
2134	558.399952
2135	558.316186
2136	558.2862616
2137	558.265792
2138	558.2476191
2139	558.2335284
2140	558.1357604
2141	558.130284
2142	558.0757204
2143	558.0609191
2144	557.9493306
2145	557.8815486
2146	557.8543545
2147	557.7488496
2148	557.6670135
2149	557.5829599
2150	557.578
2151	557.45949
2152	557.2683675
2153	557.2521729
2154	557.202953
2155	557.1483001
2156	557.124017
2157	557.0962626
2158	557.0466251
2159	557.001962
2160	556.986901
2161	556.945436
2162	556.9125166
2163	556.819975
2164	556.7918659
2165	556.7515054
2166	556.6033298
2167	556.5754669
2168	556.4474697
2169	556.4396504
2170	556.3702763
2171	556.3459963
2172	556.2896565
2173	556.2400678
2174	556.1029828
2175	556.0281792
2176	555.9452777
2177	555.8782041
2178	555.8149013
2179	555.780139
2180	555.7273103
2181	555.5904247
2182	555.5653683
2183	555.5369005
2184	555.5113674
2185	555.4908342
2186	555.3022481
2187	555.284453
2188	555.2452379
2189	555.2262921
2190	555.2090632
2191	555.1997991
2192	555.172582
2193	555.1476006
2194	555.127782
2195	555.073724
2196	555.0512296
2197	554.9833279
2198	554.9535163
2199	554.9155136
2200	554.811697
2201	554.7560155
2202	554.6678485
2203	554.5923754
2204	554.5792688
2205	554.4918679
2206	554.4391462
2207	554.399348
2208	554.3752641
2209	554.3385394
2210	554.2500215
2211	554.1549495
2212	554.1467873
2213	554.0597648
2214	554.0436701
2215	554.0215523
2216	553.9839931
2217	553.9540094
2218	553.9413745
2219	553.8361249
2220	553.802628
2221	553.7792454
2222	553.7587258
2223	553.7294153
2224	553.72313
2225	553.6620988
2226	553.6394181
2227	553.6214397
2228	553.604643
2229	553.5524425
2230	553.5404482
2231	553.5346067
2232	553.4891893
2233	553.4594469
2234	553.3523751
2235	553.3457912
2236	553.321797
2237	553.2524516
2238	553.2445293
2239	553.2273494
2240	553.2055633
2241	553.0769119
2242	553.0182629
2243	552.9836771
2244	552.87518
2245	552.8423572
2246	552.8007171
2247	552.7641157
2248	552.7417308
2249	552.6400681
2250	552.6312403
2251	552.6147768
2252	552.5957443
2253	552.4875993
2254	552.4543743
2255	552.4458625
2256	552.3917853
2257	552.369658
2258	552.3314102
2259	552.2481341
2260	552.0958511
2261	552.0359621
2262	551.9760969
2263	551.9697759
2264	551.7983592
2265	551.7685147
2266	551.7612864
2267	551.7323381
2268	551.6739657
2269	551.6639149
2270	551.6554202
2271	551.6386376
2272	551.6292921
2273	551.5990915
2274	551.5278903
2275	551.5143495
2276	551.4948785
2277	551.475489
2278	551.4265705
2279	551.4032547
2280	551.3169031
2281	551.2366331
2282	551.2135938
2283	551.141015
2284	551.0707377
2285	551.0334223
2286	550.9398386
2287	550.8953052
2288	550.8801987
2289	550.7939958
2290	550.771158
2291	550.5906979
2292	550.5720784
2293	550.5068904
2294	550.4356652
2295	550.3878681
2296	550.3488977
2297	550.3000997
2298	550.2736903
2299	550.2360801
2300	550.183871
2301	550.1134963
2302	550.0649803
2303	550.015872
2304	549.9999179
2305	549.9659163
2306	549.8553166
2307	549.8453218
2308	549.8039623
2309	549.7324344
2310	549.6120167
2311	549.5594654
2312	549.4864199
2313	549.4554733
2314	549.3114219
2315	549.2315252
2316	549.0903745
2317	549.0462165
2318	549.034217
2319	548.9587506
2320	548.9194058
2321	548.8965092
2322	548.8733621
2323	548.8605261
2324	548.8177452
2325	548.8081266
2326	548.7820321
2327	548.6446543
2328	548.6018043
2329	548.508376
2330	548.4941622
2331	548.3669126
2332	548.3035455
2333	548.2701398
2334	548.239475
2335	548.2177208
2336	548.1755485
2337	548.1558909
2338	548.1044608
2339	548.058136
2340	548.0205185
2341	547.987126
2342	547.9528329
2343	547.9445885
2344	547.8651167
2345	547.796033
2346	547.7798498
2347	547.7477312
2348	547.6881745
2349	547.625678
2350	547.5344018
2351	547.5046281
2352	547.4262439
2353	547.3752836
2354	547.354335
2355	547.3487849
2356	547.3203981
2357	547.3137559
2358	547.2999073
2359	547.2885225
2360	547.2534175
2361	547.2223843
2362	547.1815048
2363	547.1618313
2364	547.1110148
2365	547.1000905
2366	547.080855
2367	547.0155997
2368	546.9964208
2369	546.9785126
2370	546.9511357
2371	546.7808646
2372	546.682576
2373	546.6318612
2374	546.5427128
2375	546.5379197
2376	546.4710096
2377	546.4360739
2378	546.399554
2379	546.341245
2380	546.2346164
2381	546.2195642
2382	546.0865134
2383	546.0694316
2384	545.9878733
2385	545.9315059
2386	545.8885563
2387	545.836332
2388	545.7048679
2389	545.5847462
2390	545.5503135
2391	545.5255127
2392	545.4789973
2393	545.4077735
2394	545.373948
2395	545.3646339
2396	545.3524516
2397	545.2712701
2398	545.2306974
2399	545.1802668
2400	545.1453132
2401	545.1380279
2402	545.1322106
2403	545.0820878
2404	545.0436271
2405	544.933005
2406	544.8771444
2407	544.8700266
2408	544.8467737
2409	544.8322818
2410	544.7837867
2411	544.7619547
2412	544.6928701
2413	544.6728486
2414	544.6544557
2415	544.6353576
2416	544.5711768
2417	544.5543986
2418	544.5147295
2419	544.4868325
2420	544.445471
2421	544.432697
2422	544.3528905
2423	544.3375069
2424	544.3099193
2425	544.2465613
2426	544.2057921
2427	544.1675755
2428	544.1420803
2429	544.1115741
2430	544.0320455
2431	544.0037189
2432	543.9833918
2433	543.9684782
2434	543.8011022
2435	543.7734763
2436	543.7556601
2437	543.6982312
2438	543.6839851
2439	543.6393757
2440	543.5744262
2441	543.547239
2442	543.543909
2443	543.538039
2444	543.5110566
2445	543.4926203
2446	543.4506908
2447	543.3610393
2448	543.3324286
2449	543.2747963
2450	543.2410049
2451	543.1999365
2452	543.1915714
2453	543.1376382
2454	543.1258013
2455	543.1038318
2456	543.0970872
2457	543.0324054
2458	543.0053283
2459	542.8834946
2460	542.845345
2461	542.8197182
2462	542.7626548
2463	542.7548446
2464	542.7117531
2465	542.6763609
2466	542.6638587
2467	542.6509307
2468	542.4996142
2469	542.4915418
2470	542.4623971
2471	542.4223653
2472	542.4140918
2473	542.3436677
2474	542.3305651
2475	542.2728973
2476	542.2557844
2477	542.1623961
2478	541.9891231
2479	541.9760714
2480	541.963576
2481	541.9498002
2482	541.923161
2483	541.8454989
2484	541.7812901
2485	541.7687652
2486	541.7523873
2487	541.7209674
2488	541.6485214
2489	541.6140471
2490	541.5602716
2491	541.5288654
2492	541.5041703
2493	541.4562748
2494	541.406604
2495	541.3966277
2496	541.3771246
2497	541.3388422
2498	541.3294101
2499	541.2386338
2500	541.2081215
2501	541.1882414
2502	541.1808265
2503	541.1524426
2504	541.1354374
2505	541.02076
2506	541.0121538
2507	540.9717133
2508	540.9484258
2509	540.8397433
2510	540.7633244
2511	540.7503233
2512	540.7194017
2513	540.709033
2514	540.7033962
2515	540.6926004
2516	540.6525968
2517	540.6091102
2518	540.5751251
2519	540.5680684
2520	540.4510147
2521	540.4398364
2522	540.4162084
2523	540.4106073
2524	540.3233753
2525	540.2696736
2526	540.1961823
2527	540.0928847
2528	540.0862762
2529	540.0379979
2530	540.027881
2531	540.009113
2532	539.9879929
2533	539.968586
2534	539.9256746
2535	539.9080862
2536	539.7832044
2537	539.7700386
2538	539.6915741
2539	539.6726135
2540	539.654442
2541	539.6282769
2542	539.5866298
2543	539.5398765
2544	539.4785077
2545	539.4218285
2546	539.3854894
2547	539.341942
2548	539.3002086
2549	539.2775085
2550	539.2668167
2551	539.2565818
2552	539.2361508
2553	539.1515654
2554	539.1236915
2555	539.1092267
2556	539.0490925
2557	539.0159851
2558	539.0057488
2559	538.9648296
2560	538.9588497
2561	538.9496816
2562	538.9186508
2563	538.9136838
2564	538.8316198
2565	538.7840623
2566	538.6491439
2567	538.615647
2568	538.5991314
2569	538.4609977
2570	538.4455747
2571	538.430121
2572	538.4156007
2573	538.3881539
2574	538.369308
2575	538.2746872
2576	538.2367928
2577	538.1876554
2578	538.1575983
2579	538.1355787
2580	538.0076679
2581	538.0011902
2582	537.9899457
2583	537.9836663
2584	537.8646818
2585	537.8493087
2586	537.840065
2587	537.8322677
2588	537.7919543
2589	537.7296058
2590	537.6207644
2591	537.5936734
2592	537.5793971
2593	537.5669699
2594	537.4350724
2595	537.4252866
2596	537.3658388
2597	537.3375841
2598	537.2798164
2599	537.2569316
2600	537.2480377
2601	537.2031017
2602	537.1905329
2603	537.1707418
2604	537.1024771
2605	537.0950988
2606	537.0523798
2607	536.926535
2608	536.9193452
2609	536.8883005
2610	536.8612717
2611	536.8489516
2612	536.813086
2613	536.8086692
2614	536.7578237
2615	536.7015632
2616	536.6902149
2617	536.6736763
2618	536.6411188
2619	536.5337362
2620	536.5247348
2621	536.5068488
2622	536.4625974
2623	536.4508242
2624	536.3870127
2625	536.3634446
2626	536.3238048
2627	536.2639627
2628	536.2352837
2629	536.2211274
2630	536.1831292
2631	536.1645867
2632	536.1486299
2633	536.1346867
2634	536.0653315
2635	536.0529584
2636	536.007533
2637	535.9924817
2638	535.9752762
2639	535.9607026
2640	535.8395941
2641	535.8170503
2642	535.7602363
2643	535.7499697
2644	535.6858147
2645	535.6681882
2646	535.6622505
2647	535.6272521
2648	535.5697954
2649	535.5608485
2650	535.5575161
2651	535.5401698
2652	535.5271119
2653	535.4954699
2654	535.4392478
2655	535.3190514
2656	535.2915061
2657	535.2765422
2658	535.2035267
2659	535.1006175
2660	535.0773638
2661	535.0504564
2662	535.0432081
2663	535.0302575
2664	535.0025484
2665	534.9683429
2666	534.9584187
2667	534.9212042
2668	534.9091841
2669	534.8554029
2670	534.831856
2671	534.7948495
2672	534.7805797
2673	534.6877514
2674	534.5451938
2675	534.4291502
2676	534.4000101
2677	534.330302
2678	534.2546626
2679	534.2240031
2680	534.2067749
2681	534.1936598
2682	534.1845224
2683	534.0922675
2684	534.0376649
2685	534.0124803
2686	533.9999663
2687	533.985804
2688	533.9599198
2689	533.9316965
2690	533.9198081
2691	533.9058726
2692	533.8754001
2693	533.8702413
2694	533.8356713
2695	533.8231258
2696	533.7847243
2697	533.6945416
2698	533.6844874
2699	533.6652231
2700	533.5818137
2701	533.5735879
2702	533.5540888
2703	533.5454267
2704	533.5124156
2705	533.505295
2706	533.3993407
2707	533.3892969
2708	533.3775572
2709	533.3324682
2710	533.3220762
2711	533.2891934
2712	533.2702381
2713	533.2412678
2714	533.2273641
2715	533.2064271
2716	533.1162176
2717	533.0916063
2718	533.0244594
2719	533.0087198
2720	532.9330883
2721	532.886902
2722	532.8622722
2723	532.7698643
2724	532.7340829
2725	532.6242793
2726	532.5836589
2727	532.4653878
2728	532.4469987
2729	532.4094617
2730	532.3764767
2731	532.351468
2732	532.2228422
2733	532.2148313
2734	532.2057972
2735	532.1804835
2736	532.1672959
2737	532.1586444
2738	532.126334
2739	532.0954766
2740	532.0685963
2741	532.0273292
2742	531.9923406
2743	531.9476104
2744	531.8358339
2745	531.7951826
2746	531.6888689
2747	531.6571072
2748	531.5533159
2749	531.5245728
2750	531.4620761
2751	531.3595084
2752	531.3147286
2753	531.30036
2754	531.2592243
2755	531.244708
2756	531.157956
2757	531.1511191
2758	531.1062306
2759	531.0586919
2760	531.0431118
2761	531.018459
2762	530.9798025
2763	530.8041683
2764	530.7911723
2765	530.7864789
2766	530.7781131
2767	530.6923072
2768	530.6487033
2769	530.6219388
2770	530.6110563
2771	530.5858815
2772	530.5652306
2773	530.5564529
2774	530.536821
2775	530.4865369
2776	530.4366389
2777	530.4222676
2778	530.4057819
2779	530.3942815
2780	530.3889879
2781	530.3838904
2782	530.3458629
2783	530.3094013
2784	530.2718832
2785	530.2357227
2786	530.2200206
2787	530.0800779
2788	530.0540198
2789	530.0236559
2790	529.9900929
2791	529.9198468
2792	529.8833684
2793	529.8367586
2794	529.7805562
2795	529.7476068
2796	529.7239749
2797	529.6890703
2798	529.6632506
2799	529.6003849
2800	529.5624438
2801	529.5463884
2802	529.5085435
2803	529.4818864
2804	529.4508644
2805	529.4388878
2806	529.4272006
2807	529.3745065
2808	529.3385609
2809	529.3032698
2810	529.2799463
2811	529.1744745
2812	529.1262586
2813	529.1091045
2814	529.102064
2815	529.0966384
2816	529.0819743
2817	529.062516
2818	529.0080377
2819	528.9637647
2820	528.9508649
2821	528.8981559
2822	528.8944401
2823	528.875291
2824	528.8641022
2825	528.8081547
2826	528.7794306
2827	528.7324276
2828	528.7176885
2829	528.691413
2830	528.65767
2831	528.6359031
2832	528.5917755
2833	528.5349305
2834	528.4560065
2835	528.4000141
2836	528.3062201
2837	528.2929774
2838	528.2881716
2839	528.2447129
2840	528.2008328
2841	528.1650933
2842	528.1431059
2843	528.1337575
2844	528.1100858
2845	528.0720491
2846	528.042898
2847	528.0269544
2848	527.9200767
2849	527.8960075
2850	527.8885307
2851	527.8598756
2852	527.8499364
2853	527.7838882
2854	527.741649
2855	527.6842645
2856	527.6659367
2857	527.6600905
2858	527.6380687
2859	527.5151261
2860	527.4965848
2861	527.4808245
2862	527.4428823
2863	527.4375529
2864	527.3977183
2865	527.3245555
2866	527.3166566
2867	527.2987087
2868	527.2727548
2869	527.2414216
2870	527.2073567
2871	527.1731126
2872	527.1318203
2873	527.0908215
2874	527.0763419
2875	527.0402977
2876	527.0256848
2877	526.8842551
2878	526.8465245
2879	526.8366728
2880	526.815825
2881	526.7832498
2882	526.74244
2883	526.6689698
2884	526.6556712
2885	526.5783628
2886	526.5593125
2887	526.5474255
2888	526.5309638
2889	526.523397
2890	526.5171227
2891	526.5054472
2892	526.4995209
2893	526.471398
2894	526.4494258
2895	526.4162882
2896	526.4053424
2897	526.3932443
2898	526.3423093
2899	526.2934807
2900	526.2634281
2901	526.2576896
2902	526.2498061
2903	526.2458313
2904	526.2396279
2905	526.2236687
2906	526.1698692
2907	526.0226455
2908	526.0111386
2909	525.9805752
2910	525.9267771
2911	525.8854691
2912	525.8622691
2913	525.826678
2914	525.751753
2915	525.7457509
2916	525.7274473
2917	525.6301704
2918	525.5561395
2919	525.5334373
2920	525.5137386
2921	525.4958527
2922	525.4634979
2923	525.4536842
2924	525.437888
2925	525.3831906
2926	525.3778498
2927	525.3696648
2928	525.3305993
2929	525.3155959
2930	525.2751544
2931	525.2394211
2932	525.2318492
2933	525.2095209
2934	525.1937357
2935	525.1815798
2936	525.1563884
2937	525.1117357
2938	525.0824243
2939	525.0552816
2940	525.0463492
2941	525.0241578
2942	525.0049532
2943	524.9776326
2944	524.9086104
2945	524.8938152
2946	524.8254189
2947	524.7628882
2948	524.7371268
2949	524.652871
2950	524.6303108
2951	524.6100846
2952	524.56951
2953	524.5591482
2954	524.5360537
2955	524.5215382
2956	524.4527702
2957	524.4400516
2958	524.4301615
2959	524.3810117
2960	524.3686578
2961	524.3473531
2962	524.2351211
2963	524.1919268
2964	524.0981622
2965	523.9874956
2966	523.9308384
2967	523.9060202
2968	523.8904412
2969	523.8860687
2970	523.797812
2971	523.7939118
2972	523.7419938
2973	523.6847346
2974	523.6045667
2975	523.5000445
2976	523.489157
2977	523.4738913
2978	523.4701058
2979	523.4660255
2980	523.4394146
2981	523.4037448
2982	523.384374
2983	523.3666476
2984	523.3124989
2985	523.2332778
2986	523.2205001
2987	523.1968533
2988	523.1801669
2989	523.1746951
2990	523.131831
2991	523.089537
2992	523.0623739
2993	523.0477346
2994	523.0284918
2995	522.9759836
2996	522.9604835
2997	522.9396037
2998	522.9251954
2999	522.8822971
3000	522.8685682
3001	522.7715509
3002	522.7523672
3003	522.6804017
3004	522.6647934
3005	522.6541042
3006	522.6346306
3007	522.5289122
3008	522.4749419
3009	522.469079
3010	522.4463453
3011	522.4366395
3012	522.4169695
3013	522.3954646
3014	522.3767562
3015	522.3648311
3016	522.3130728
3017	522.3007083
3018	522.2672796
3019	522.2388733
3020	522.2264185
3021	522.2073793
3022	522.167117
3023	522.1325613
3024	522.097014
3025	522.0215985
3026	522.0064755
3027	521.9666233
3028	521.9173324
3029	521.9112051
3030	521.8924207
3031	521.8764533
3032	521.8424025
3033	521.8350729
3034	521.8003036
3035	521.7954021
3036	521.6930509
3037	521.6483938
3038	521.6331744
3039	521.6280336
3040	521.5592708
3041	521.5042795
3042	521.492518
3043	521.4139902
3044	521.376305
3045	521.3651482
3046	521.3021678
3047	521.2982929
3048	521.2583378
3049	521.2331471
3050	521.1612152
3051	521.1519802
3052	521.0781433
3053	521.05272
3054	521.0355913
3055	520.9625738
3056	520.9037312
3057	520.8914692
3058	520.8437263
3059	520.7840953
3060	520.7757983
3061	520.631075
3062	520.5988673
3063	520.5675079
3064	520.5264274
3065	520.4636202
3066	520.448445
3067	520.4284161
3068	520.3677334
3069	520.3433696
3070	520.3101534
3071	520.3046555
3072	520.2355452
3073	520.1247404
3074	520.0895733
3075	520.0371561
3076	520.0133006
3077	519.9703146
3078	519.8626886
3079	519.849018
3080	519.8351871
3081	519.8231681
3082	519.7346123
3083	519.711969
3084	519.6712444
3085	519.6361096
3086	519.6188876
3087	519.6054319
3088	519.5884254
3089	519.5812708
3090	519.5691058
3091	519.5448035
3092	519.5347265
3093	519.4570393
3094	519.43982
3095	519.343255
3096	519.3065468
3097	519.2832017
3098	519.2787205
3099	519.1722315
3100	519.1565135
3101	519.1353836
3102	519.0849922
3103	519.0353604
3104	519.0245776
3105	518.9538027
3106	518.9318938
3107	518.8563516
3108	518.8342069
3109	518.8289238
3110	518.807084
3111	518.7091865
3112	518.6891505
3113	518.6650323
3114	518.6507479
3115	518.6430903
3116	518.6320681
3117	518.6088128
3118	518.5916639
3119	518.5622531
3120	518.5113126
3121	518.5015693
3122	518.4690094
3123	518.4317597
3124	518.3823546
3125	518.3448484
3126	518.3358709
3127	518.3076098
3128	518.288435
3129	518.278633
3130	518.2703648
3131	518.238037
3132	518.2021201
3133	518.192388
3134	518.1853567
3135	518.1466802
3136	518.1344684
3137	518.1180654
3138	518.0813374
3139	518.0508259
3140	518.0271242
3141	517.939494
3142	517.8787771
3143	517.8555239
3144	517.8266046
3145	517.8076596
3146	517.7784313
3147	517.7399615
3148	517.7340208
3149	517.7045622
3150	517.6999028
3151	517.6861703
3152	517.6826977
3153	517.6729864
3154	517.6643784
3155	517.6457227
3156	517.6382529
3157	517.608023
3158	517.5846823
3159	517.579508
3160	517.5638412
3161	517.5583125
3162	517.5131276
3163	517.489248
3164	517.4725714
3165	517.4561895
3166	517.4418263
3167	517.4222106
3168	517.3971261
3169	517.330229
3170	517.3076253
3171	517.2761707
3172	517.2698467
3173	517.1634686
3174	517.1385338
3175	517.1065579
3176	517.0836838
3177	517.0690381
3178	517.0370538
3179	517.003426
3180	516.9375352
3181	516.9040973
3182	516.8953753
3183	516.8867215
3184	516.8698813
3185	516.847803
3186	516.7953194
3187	516.783995
3188	516.7271152
3189	516.694734
3190	516.6772815
3191	516.6553028
3192	516.6325217
3193	516.6174373
3194	516.5501481
3195	516.544379
3196	516.5025412
3197	516.4655676
3198	516.4185446
3199	516.4047707
3200	516.3865375
3201	516.3599732
3202	516.3557852
3203	516.3481925
3204	516.3384053
3205	516.3153032
3206	516.2949872
3207	516.241381
3208	516.1965068
3209	516.1822626
3210	516.1634831
3211	516.150109
3212	516.0876911
3213	516.0563617
3214	516.0168303
3215	515.9912204
3216	515.9718936
3217	515.9686271
3218	515.94206
3219	515.9014851
3220	515.8712914
3221	515.8378257
3222	515.7360854
3223	515.7222369
3224	515.6779643
3225	515.6147438
3226	515.6038477
3227	515.5678742
3228	515.5532725
3229	515.5074563
3230	515.4281813
3231	515.4187081
3232	515.379299
3233	515.3642197
3234	515.3190028
3235	515.3128224
3236	515.3003492
3237	515.297238
3238	515.2719251
3239	515.2551015
3240	515.2452249
3241	515.1667418
3242	515.1151586
3243	515.0891492
3244	515.078529
3245	515.062315
3246	515.0562965
3247	514.9886961
3248	514.9732835
3249	514.9618276
3250	514.929459
3251	514.8843058
3252	514.8724554
3253	514.8359481
3254	514.8071352
