iter	MAE
239	927.7409633
240	925.7408702
241	925.0298537
242	923.5105943
243	921.6230527
244	919.792063
245	918.2583367
246	917.2570294
247	915.1876443
248	913.1501251
249	911.5398785
250	910.2234325
251	909.0029216
252	907.0488402
253	905.9101358
254	904.5853459
255	903.4813045
256	901.7862483
257	900.1607184
258	898.8737533
259	897.7855116
260	896.6166372
261	895.8858596
262	894.8633401
263	893.2217601
264	892.1670338
265	890.4903287
266	888.9458387
267	887.316037
268	886.6299934
269	885.511629
270	885.1174284
271	884.2267241
272	883.2769105
273	882.1406313
274	880.7680732
275	880.2877264
276	878.6803842
277	877.7962931
278	876.8660551
279	875.8256908
280	874.3041284
281	873.0629993
282	871.5811731
283	870.9583927
284	869.797927
285	868.5680212
286	867.4377972
287	866.7260062
288	865.594655
289	864.4686775
290	863.5201014
291	862.2675176
292	861.0645447
293	860.246079
294	859.0140587
295	857.8895196
296	856.5885492
297	855.3093576
298	854.5987565
299	853.5793092
300	852.7831381
301	852.5580941
302	851.4243622
303	849.6377364
304	849.0195244
305	847.6271234
306	847.3439658
307	847.1664192
308	846.7451726
309	846.17764
310	845.8381922
311	845.4177335
312	844.9542546
313	844.1636671
314	842.7307792
315	841.9494383
316	841.0293188
317	840.2074124
318	839.4651222
319	838.9156864
320	838.4416919
321	836.8543628
322	836.1473022
323	836.0516576
324	835.3518959
325	834.52676
326	833.7491257
327	832.3877578
328	832.1714351
329	831.4404086
330	830.9024266
331	830.23368
332	829.271637
333	829.0326918
334	828.6615331
335	828.0265871
336	827.584465
337	826.6571672
338	825.8960317
339	825.4531632
340	824.0603263
341	822.9046577
342	822.2381981
343	821.194564
344	819.5949325
345	819.387266
346	818.3581482
347	817.850667
348	817.7541002
349	816.9891379
350	816.8214758
351	816.1637239
352	815.5126839
353	814.6098548
354	813.9538214
355	813.2026372
356	812.5744152
357	811.7219173
358	811.1353122
359	810.3175494
360	809.9444538
361	809.3121326
362	808.2354912
363	807.5878742
364	807.4087258
365	806.7652143
366	805.9400158
367	805.4587099
368	804.7774671
369	804.2210185
370	803.0656272
371	802.5020475
372	802.3613638
373	801.8493422
374	801.199551
375	801.0672143
376	800.2215137
377	799.494135
378	798.8413959
379	798.4314389
380	798.1804712
381	798.0883355
382	797.997326
383	797.5839695
384	796.4795071
385	795.9004656
386	795.0880322
387	793.780036
388	793.5793539
389	793.2099664
390	792.7652821
391	792.2761866
392	791.9989684
393	791.6331123
394	791.1284846
395	790.5145706
396	790.071722
397	789.8206653
398	789.2636159
399	788.6905421
400	788.2517252
401	787.5596663
402	787.2449159
403	786.7604374
404	785.8630711
405	785.7912871
406	785.3281658
407	785.0605481
408	784.5716857
409	784.1087012
410	783.5220562
411	782.9350278
412	782.2019245
413	781.5172114
414	780.8550569
415	780.7726528
416	780.048514
417	779.1814217
418	778.5300821
419	778.1730719
420	777.549645
421	777.1743991
422	777.0283375
423	776.5897796
424	776.1391329
425	775.7420366
426	775.3356886
427	774.9113602
428	774.3134382
429	774.0110376
430	773.8607061
431	773.750987
432	773.6524863
433	773.1448502
434	772.666989
435	772.5255769
436	772.2446929
437	771.7285936
438	771.5658168
439	771.1865826
440	770.8874352
441	770.3562058
442	770.1920781
443	769.9999469
444	769.3175501
445	769.0552168
446	768.9111918
447	768.2761824
448	767.4627006
449	767.109981
450	766.9147602
451	766.7861593
452	766.6047336
453	766.3570216
454	766.194029
455	765.9899179
456	765.6409422
457	765.3225967
458	764.8533923
459	764.4889295
460	764.2484502
461	763.7698954
462	763.3030343
463	763.0986683
464	762.8099912
465	762.2297761
466	761.8736061
467	761.5765723
468	761.3435627
469	761.160741
470	760.8185387
471	760.4262749
472	759.6273422
473	758.9278161
474	758.7044508
475	758.3873835
476	757.9766309
477	757.7177843
478	757.0650459
479	756.8633392
480	756.650326
481	756.2768088
482	756.0699968
483	755.9756821
484	755.7375157
485	755.3978733
486	755.14311
487	754.8641898
488	754.6273736
489	754.5249735
490	754.2665408
491	754.158756
492	754.052496
493	753.7110743
494	753.482094
495	753.2313685
496	753.124075
497	752.9793077
498	752.6281918
499	752.5230199
500	752.3912662
501	752.1480982
502	751.9387726
503	751.6729194
504	751.4249683
505	750.7023104
506	750.3181978
507	750.1781046
508	750.0254494
509	749.64543
510	749.2207619
511	748.9912942
512	748.8677994
513	748.7313522
514	748.6286873
515	748.2491447
516	747.7000049
517	747.3160478
518	747.2375143
519	746.9905513
520	746.6107853
521	746.2107434
522	745.9208711
523	745.6992248
524	745.5731295
525	745.3620941
526	745.1108383
527	744.9196855
528	744.732024
529	744.6111168
530	744.5281415
531	744.1864231
532	744.0855413
533	743.925326
534	743.8599953
535	743.4464142
536	743.1624985
537	742.4118956
538	741.9027632
539	741.7360159
540	741.2265081
541	741.0923134
542	740.7697648
543	740.3291892
544	740.2609761
545	740.1745099
546	739.7844943
547	739.6550212
548	739.5859162
549	739.3041857
550	738.583305
551	737.8369847
552	737.5432224
553	737.1444356
554	736.9726204
555	736.8854453
556	736.4932879
557	736.4124052
558	735.9747708
559	735.5138873
560	734.9040212
561	734.5886662
562	734.1761463
563	733.9876115
564	733.9117506
565	733.8437443
566	733.6686293
567	733.597603
568	733.2946195
569	733.1183243
570	732.9081701
571	732.6613626
572	732.5029117
573	732.4649792
574	732.3557851
575	731.8839713
576	731.2644572
577	731.146876
578	730.878283
579	730.4323071
580	730.1614362
581	729.7585481
582	729.1375576
583	728.592942
584	728.1372889
585	727.9789821
586	727.8582379
587	727.8007499
588	727.7625488
589	727.4541222
590	727.2773284
591	727.1222392
592	726.794596
593	726.6416764
594	726.5241277
595	726.1881732
596	726.0361498
597	725.6169207
598	725.3466423
599	725.0311592
600	724.9734896
601	724.8715717
602	724.7404229
603	724.681903
604	724.2826637
605	724.2155156
606	724.0977492
607	724.0457031
608	723.9453489
609	723.5930722
610	723.5182061
611	723.4141662
612	723.3685913
613	723.151511
614	723.1088462
615	722.7864873
616	722.2405118
617	721.907936
618	721.7034192
619	721.5575703
620	721.4383825
621	721.3482346
622	720.884564
623	720.5862259
624	720.3467212
625	720.1135403
626	719.7751685
627	719.5215708
628	719.1808571
629	719.0220665
630	718.7062849
631	718.4126682
632	718.189236
633	718.1141623
634	718.0755079
635	717.7662641
636	717.4897138
637	717.3415516
638	717.1713833
639	717.0305557
640	716.7674052
641	716.3986611
642	715.9167829
643	715.7380754
644	715.6592605
645	715.2278753
646	714.8229867
647	714.4853092
648	714.4608693
649	714.2869773
650	714.1430101
651	713.7475675
652	713.339768
653	713.210518
654	712.7041289
655	712.6358157
656	712.0363001
657	711.9584193
658	711.7938413
659	711.7400608
660	711.6421175
661	711.2206551
662	711.0265628
663	710.9560391
664	710.7446359
665	710.6429599
666	710.2937986
667	710.029227
668	709.8694441
669	709.392386
670	708.928484
671	708.6541828
672	708.5099615
673	708.4437421
674	708.2922068
675	708.1320677
676	707.8318171
677	707.6162145
678	707.5127541
679	707.4399526
680	706.8710851
681	706.787632
682	706.7508992
683	706.5205162
684	706.4179788
685	706.1087704
686	705.6593981
687	705.4974931
688	705.4631052
689	705.4034377
690	704.7063299
691	704.4964487
692	704.016794
693	703.7563
694	703.4934375
695	703.4125316
696	702.9392265
697	702.8738928
698	702.3831409
699	702.2942812
700	702.1762853
701	702.1119891
702	701.7332641
703	701.4637569
704	701.3751256
705	701.1027548
706	700.7245199
707	700.7038753
708	700.4420303
709	700.2094683
710	700.0580264
711	699.6386982
712	699.5865565
713	699.3164573
714	699.2078805
715	698.8534779
716	698.7859554
717	698.5205959
718	698.2279445
719	698.1447496
720	697.9472429
721	697.6448021
722	697.5511639
723	697.4762333
724	697.4108887
725	697.3429189
726	697.038741
727	697.0099721
728	696.8261732
729	696.5613468
730	696.4423637
731	696.3632588
732	695.8203393
733	695.7561897
734	695.5232608
735	695.4235661
736	695.1087206
737	694.8486642
738	694.4092341
739	693.8918166
740	693.8597111
741	693.7698579
742	693.7378358
743	693.6806036
744	693.6158096
745	693.5799212
746	693.1297286
747	692.5392144
748	692.1797695
749	692.1417094
750	691.7970965
751	691.4921455
752	690.9569256
753	690.5616001
754	690.5068983
755	690.4117165
756	690.2997402
757	690.0715631
758	689.7394453
759	689.6776186
760	689.6482379
761	689.5971793
762	689.4248861
763	689.2844138
764	689.2519794
765	688.8600548
766	688.7283245
767	688.4995701
768	688.4809066
769	687.8884307
770	687.5109667
771	687.414241
772	687.0709763
773	686.6021091
774	686.4816894
775	686.2509529
776	685.8197616
777	685.6601348
778	685.4684925
779	685.3474563
780	685.3276718
781	685.165322
782	684.7778693
783	684.4793653
784	684.3935789
785	684.1321056
786	683.6690122
787	683.5042915
788	683.3159077
789	683.1298946
790	682.8867379
791	682.709959
792	682.624403
793	682.4057854
794	682.0254485
795	681.8997251
796	681.727732
797	681.2572811
798	681.1043299
799	680.8734333
800	680.8120815
801	680.7593077
802	680.6667442
803	680.5386059
804	680.4210818
805	680.2071083
806	679.843287
807	679.5906823
808	679.4702189
809	679.3183681
810	679.00179
811	678.9490245
812	678.7530137
813	678.5063587
814	678.3631571
815	678.0548679
816	677.7717712
817	677.5849647
818	677.389068
819	677.3028963
820	677.0223769
821	676.7467043
822	676.6055393
823	676.5302849
824	676.4518546
825	676.4110828
826	676.2072125
827	676.1462294
828	676.0791929
829	675.6281614
830	675.5647514
831	675.371235
832	675.0697309
833	674.8255659
834	674.7425538
835	674.4596579
836	674.3950438
837	674.0400053
838	673.8353377
839	673.3585433
840	673.0407538
841	672.9220656
842	672.7040201
843	672.1869191
844	671.8470738
845	671.7925035
846	671.6036434
847	671.5272309
848	671.2567619
849	671.2395918
850	670.907823
851	670.5818965
852	670.5294932
853	670.4743249
854	670.4009674
855	670.2359854
856	670.049929
857	669.9949738
858	669.9681021
859	669.9406359
860	669.8455803
861	669.7902272
862	669.6834351
863	669.4835285
864	669.4388609
865	669.0905592
866	668.9633222
867	668.9278356
868	668.7672275
869	668.6169614
870	668.5187894
871	668.2885064
872	667.8368229
873	667.7918973
874	667.641782
875	667.5038403
876	667.3079556
877	667.1689115
878	667.0112201
879	666.8419931
880	666.7559538
881	666.3896707
882	666.2571479
883	666.1903076
884	665.9946652
885	665.7481496
886	665.4999359
887	665.4732954
888	665.434697
889	665.298517
890	665.2043814
891	665.1000733
892	664.9218639
893	664.8324899
894	664.6376855
895	664.5283237
896	664.4909882
897	664.4133598
898	664.3127648
899	664.2531691
900	663.9969211
901	663.8846563
902	663.6166204
903	663.5804909
904	663.3146848
905	663.2415821
906	663.1821753
907	663.1386323
908	663.1008442
909	662.9960815
910	662.9497374
911	662.4663476
912	662.4453041
913	662.1149544
914	661.9977153
915	661.8993987
916	661.7863583
917	661.4584544
918	661.312796
919	661.1697746
920	661.0028013
921	660.9043256
922	660.8233128
923	660.3613198
924	660.2712373
925	660.2342279
926	659.84143
927	659.7023235
928	659.6333923
929	659.5933395
930	659.5267227
931	659.2163413
932	659.0103881
933	658.9206476
934	658.886448
935	658.665335
936	658.5592469
937	658.5100987
938	658.3610087
939	658.148792
940	658.0915821
941	657.8061606
942	657.5229348
943	657.4671794
944	657.4479817
945	657.3111057
946	657.2368592
947	657.0810324
948	656.9178451
949	656.8204688
950	656.791414
951	656.6587258
952	656.2282173
953	656.1654483
954	656.0587232
955	655.9306556
956	655.7540145
957	655.7208847
958	655.5843796
959	655.5380391
960	655.3377827
961	655.1486891
962	655.0436986
963	654.7017134
964	654.5138447
965	654.4160209
966	654.3109041
967	654.2811791
968	653.8109901
969	653.7257537
970	653.5204637
971	653.5086998
972	653.450191
973	653.3386704
974	653.2769738
975	653.2570076
976	653.2086473
977	653.14308
978	653.1181197
979	653.0899543
980	653.0602019
981	652.9562825
982	652.9227137
983	652.5774562
984	652.3853322
985	652.1193134
986	652.0125519
987	651.885174
988	651.867004
989	651.6941501
990	651.6139281
991	651.4099622
992	651.3657922
993	651.1934983
994	651.1680401
995	651.1060269
996	651.036576
997	650.9484737
998	650.8627771
999	650.8004137
1000	650.7426989
1001	650.6411285
1002	650.3886749
1003	650.3046956
1004	650.2674948
1005	650.2397279
1006	650.1496883
1007	650.1150913
1008	649.8873459
1009	649.5487975
1010	649.5190974
1011	649.0947152
1012	649.0520712
1013	648.7948551
1014	648.6688451
1015	648.5661891
1016	648.4805798
1017	648.3530728
1018	648.2906057
1019	648.2176353
1020	648.1465162
1021	647.952252
1022	647.6648924
1023	647.6159756
1024	647.5450875
1025	647.4147495
1026	647.2662141
1027	647.1111616
1028	646.8325858
1029	646.5990055
1030	646.321937
1031	646.232102
1032	646.1295571
1033	645.9683424
1034	645.8973538
1035	645.8563012
1036	645.8409904
1037	645.8082907
1038	645.5614942
1039	645.5399267
1040	645.5180557
1041	645.4305256
1042	645.3227858
1043	645.2540556
1044	645.0490882
1045	644.9419204
1046	644.8960644
1047	644.7760586
1048	644.6639891
1049	644.4310007
1050	644.2978579
1051	644.1990747
1052	644.1711727
1053	644.1239723
1054	643.7642607
1055	643.5441622
1056	643.1224819
1057	643.0954893
1058	643.0756737
1059	642.8366765
1060	642.7710533
1061	642.4472595
1062	642.4093251
1063	642.3635794
1064	642.2756783
1065	642.209965
1066	642.1392706
1067	642.1168256
1068	642.0699993
1069	641.8855452
1070	641.8171287
1071	641.7554957
1072	641.6196333
1073	641.3267031
1074	641.1669913
1075	641.1035808
1076	641.055628
1077	640.9359885
1078	640.7991713
1079	640.745163
1080	640.3438678
1081	640.3067737
1082	640.230042
1083	640.0592638
1084	639.7649129
1085	639.5325272
1086	639.3470748
1087	639.1029178
1088	638.970679
1089	638.9107268
1090	638.6751373
1091	638.4342396
1092	638.1650375
1093	638.1213721
1094	638.0780526
1095	637.618445
1096	637.3996272
1097	637.2396687
1098	637.1782759
1099	637.0563738
1100	636.9050629
1101	636.8390288
1102	636.7709653
1103	636.7345405
1104	636.6961135
1105	636.5742756
1106	636.5125062
1107	636.3398846
1108	636.0719417
1109	636.0318549
1110	636.013447
1111	635.9648595
1112	635.8257519
1113	635.7552507
1114	635.5616553
1115	635.2831706
1116	635.1309813
1117	634.9542482
1118	634.8813953
1119	634.8594125
1120	634.7930079
1121	634.7124606
1122	634.5816435
1123	634.5227692
1124	634.3197237
1125	634.0859102
1126	633.7899892
1127	633.5343909
1128	633.4492243
1129	633.3838211
1130	633.3520675
1131	633.3006605
1132	633.203362
1133	633.1030651
1134	633.0855003
1135	632.91429
1136	632.8829554
1137	632.8578297
1138	632.8463321
1139	632.7799714
1140	632.581814
1141	632.5257
1142	632.3058907
1143	632.157547
1144	632.1432666
1145	632.0942851
1146	631.8644842
1147	631.6364316
1148	631.5645388
1149	631.3987743
1150	631.2451608
1151	631.2148362
1152	630.8966419
1153	630.8572182
1154	630.7392116
1155	630.5391735
1156	630.5177107
1157	630.3975921
1158	630.3388046
1159	630.2777994
1160	630.2606995
1161	629.8391415
1162	629.7302881
1163	629.4824125
1164	629.2595027
1165	629.2153741
1166	629.1746728
1167	629.1370559
1168	629.089873
1169	628.9452573
1170	628.6532025
1171	628.5848767
1172	628.4975429
1173	628.3562459
1174	628.2918318
1175	628.2267703
1176	628.0476071
1177	627.9469872
1178	627.9194543
1179	627.8742166
1180	627.6850035
1181	627.6151496
1182	627.4819216
1183	627.3881607
1184	627.2292945
1185	627.1905477
1186	627.0990908
1187	627.0681686
1188	626.9673403
1189	626.9112504
1190	626.883375
1191	626.6297502
1192	626.508761
1193	626.4771599
1194	626.3405998
1195	626.3186097
1196	626.2818245
1197	626.2371938
1198	626.1890241
1199	625.9804816
1200	625.9145193
1201	625.856626
1202	625.7946302
1203	625.7544647
1204	625.7138325
1205	625.6250423
1206	625.4120324
1207	625.3023307
1208	625.1052986
1209	625.0476215
1210	625.0203535
1211	625.0005763
1212	624.9387969
1213	624.6926491
1214	624.6245589
1215	624.6063662
1216	624.4242969
1217	624.245489
1218	624.1694068
1219	624.1380888
1220	624.0768756
1221	623.842718
1222	623.7684637
1223	623.7021558
1224	623.6241527
1225	623.5033897
1226	623.3743833
1227	623.2459141
1228	623.1935589
1229	623.0163556
1230	622.9330501
1231	622.9105496
1232	622.881242
1233	622.8506672
1234	622.7509344
1235	622.721123
1236	622.6732918
1237	622.4820829
1238	622.3525306
1239	622.281579
1240	622.0610291
1241	621.9525936
1242	621.9262957
1243	621.8223836
1244	621.5650829
1245	621.518785
1246	621.2670414
1247	621.1444451
1248	621.0051841
1249	620.82888
1250	620.8093566
1251	620.7104848
1252	620.6804207
1253	620.6406877
1254	620.6032584
1255	620.5848087
1256	620.3760346
1257	620.3499823
1258	620.173283
1259	620.0329302
1260	619.9183093
1261	619.7474911
1262	619.7291985
1263	619.5589161
1264	619.5186014
1265	619.3615606
1266	619.3152292
1267	619.2918709
1268	619.046543
1269	619.0209959
1270	618.8323825
1271	618.6668829
1272	618.5497317
1273	618.4393415
1274	618.2866022
1275	618.0993444
1276	618.0683537
1277	617.9620426
1278	617.9283749
1279	617.8640332
1280	617.7982219
1281	617.6042794
1282	617.4042796
1283	617.3710479
1284	617.3146642
1285	617.283486
1286	617.2477657
1287	617.1664513
1288	617.0316744
1289	616.8356883
1290	616.787637
1291	616.7151654
1292	616.6440062
1293	616.6128025
1294	616.5416212
1295	616.5192186
1296	616.4305704
1297	616.1687726
1298	616.0651116
1299	615.9526911
1300	615.9104012
1301	615.823565
1302	615.779615
1303	615.7061403
1304	615.6323148
1305	615.595934
1306	615.4559744
1307	615.421497
1308	615.3954435
1309	615.1721938
1310	615.1486087
1311	615.1209781
1312	615.0567166
1313	614.7642163
1314	614.6774465
1315	614.6204852
1316	614.4614452
1317	614.4321746
1318	614.3794082
1319	614.1855495
1320	614.0378353
1321	613.8947714
1322	613.7791277
1323	613.6699795
1324	613.4993489
1325	613.4031788
1326	613.0318934
1327	613.0082441
1328	612.9690848
1329	612.9199605
1330	612.8772843
1331	612.7979841
1332	612.577819
1333	612.4731597
1334	612.4234494
1335	612.3182199
1336	612.1793096
1337	612.0172185
1338	611.9919547
1339	611.940885
1340	611.9208885
1341	611.7610422
1342	611.7429754
1343	611.7064148
1344	611.6851454
1345	611.6223228
1346	611.5625436
1347	611.516901
1348	611.4060624
1349	611.383463
1350	611.1637006
1351	611.1393221
1352	610.9632205
1353	610.9165578
1354	610.8037911
1355	610.7902279
1356	610.7518126
1357	610.7127952
1358	610.6945888
1359	610.6475209
1360	610.5389896
1361	610.2923857
1362	610.2640619
1363	610.064862
1364	610.0288483
1365	609.9399809
1366	609.877834
1367	609.8514906
1368	609.8188248
1369	609.6994738
1370	609.6027154
1371	609.4902421
1372	609.4540769
1373	609.3945091
1374	609.2190158
1375	609.070576
1376	608.9389556
1377	608.8363639
1378	608.5838033
1379	608.4630816
1380	608.3283613
1381	608.3070885
1382	608.2425482
1383	608.1828646
1384	608.1053384
1385	608.0373949
1386	607.7727701
1387	607.6916057
1388	607.6343037
1389	607.6173214
1390	607.4928372
1391	607.2945559
1392	607.2529471
1393	606.9938435
1394	606.9291266
1395	606.7800853
1396	606.6502027
1397	606.612486
1398	606.5125946
1399	606.4450964
1400	606.2929768
1401	606.2644484
1402	606.0709781
1403	605.9944864
1404	605.9557647
1405	605.8832985
1406	605.8281256
1407	605.7136392
1408	605.698967
1409	605.679918
1410	605.5706852
1411	605.4987322
1412	605.4622473
1413	605.3329776
1414	605.1943108
1415	605.1144433
1416	605.031714
1417	604.933678
1418	604.8323395
1419	604.7568933
1420	604.5264359
1421	604.4594402
1422	604.4227739
1423	604.3725144
1424	604.2732628
1425	604.2097001
1426	604.1759897
1427	604.1495871
1428	604.058711
1429	603.9660646
1430	603.8685924
1431	603.7780839
1432	603.7399578
1433	603.6919556
1434	603.609749
1435	603.2714843
1436	603.146611
1437	602.9274201
1438	602.8723433
1439	602.8295243
1440	602.8153256
1441	602.638064
1442	602.5939638
1443	602.4833049
1444	602.4724582
1445	602.4317868
1446	602.3703654
1447	602.3055745
1448	602.267567
1449	602.2250507
1450	602.1683146
1451	602.0641164
1452	602.0177126
1453	601.8664194
1454	601.8396798
1455	601.7989497
1456	601.59501
1457	601.5614918
1458	601.4957527
1459	601.3745628
1460	601.2364303
1461	601.218913
1462	601.0556477
1463	601.0297196
1464	601.0087656
1465	600.9889532
1466	600.9737491
1467	600.8621472
1468	600.7022253
1469	600.6671764
1470	600.5741246
1471	600.5428708
1472	600.5232945
1473	600.3270546
1474	600.3101106
1475	600.2928445
1476	600.192764
1477	600.1415678
1478	600.0025621
1479	599.9499098
1480	599.915922
1481	599.8894086
1482	599.8588042
1483	599.8382707
1484	599.8013236
1485	599.7237813
1486	599.6994393
1487	599.6698185
1488	599.5244069
1489	599.494798
1490	599.4563554
1491	599.4227016
1492	599.3229258
1493	599.2482462
1494	599.1766879
1495	599.1091628
1496	599.080032
1497	598.7376281
1498	598.6789004
1499	598.6579979
1500	598.6493399
1501	598.6351773
1502	598.6284835
1503	598.5829191
1504	598.52126
1505	598.5079332
1506	598.3817873
1507	598.3261871
1508	598.2725864
1509	598.0922775
1510	597.7883559
1511	597.7231964
1512	597.4303304
1513	597.3522135
1514	597.3065284
1515	597.285757
1516	597.2002708
1517	597.1730584
1518	597.154512
1519	597.1200558
1520	596.8356991
1521	596.7889923
1522	596.7514687
1523	596.726606
1524	596.4580472
1525	596.3490414
1526	596.2775891
1527	596.2512504
1528	596.1955034
1529	596.1437516
1530	596.0346043
1531	595.8640539
1532	595.8569498
1533	595.8409149
1534	595.6852409
1535	595.6354173
1536	595.5923206
1537	595.5757364
1538	595.5540242
1539	595.4898999
1540	595.2975073
1541	595.2111518
1542	595.1685471
1543	595.0145514
1544	594.8652362
1545	594.8041861
1546	594.7664942
1547	594.6897094
1548	594.6697802
1549	594.6571474
1550	594.4822139
1551	594.4083307
1552	594.3228229
1553	594.2900414
1554	594.1577575
1555	594.1247118
1556	594.0916315
1557	594.0728902
1558	593.8759375
1559	593.8449426
1560	593.79229
1561	593.6696393
1562	593.633675
1563	593.5863244
1564	593.4133712
1565	593.3993621
1566	593.3084126
1567	593.2498137
1568	593.1748735
1569	593.1114805
1570	592.9942039
1571	592.9326894
1572	592.6887814
1573	592.6407466
1574	592.5974697
1575	592.5226505
1576	592.4764536
1577	592.4430647
1578	592.3613126
1579	592.282039
1580	592.2543404
1581	592.2316381
1582	592.0363807
1583	591.842791
1584	591.7851783
1585	591.7548411
1586	591.7371218
1587	591.5741232
1588	591.275109
1589	591.1479747
1590	590.9983303
1591	590.9463806
1592	590.9270259
1593	590.8420846
1594	590.7939667
1595	590.747236
1596	590.7045113
1597	590.4757632
1598	590.4327839
1599	590.3982965
1600	590.2400033
1601	590.1293393
1602	590.0885603
1603	590.0696324
1604	590.0152105
1605	589.9146949
1606	589.8113502
1607	589.5886315
1608	589.4453775
1609	589.2713501
1610	589.1409439
1611	588.9629018
1612	588.9331797
1613	588.7746232
1614	588.7008849
1615	588.6344074
1616	588.6105388
1617	588.4321653
1618	588.4197893
1619	588.4008724
1620	588.3758341
1621	588.3503427
1622	588.3156629
1623	588.1413183
1624	587.9815818
1625	587.9325095
1626	587.9260568
1627	587.8016237
1628	587.7353433
1629	587.6426039
1630	587.6331421
1631	587.4869187
1632	587.4213615
1633	587.3915302
1634	587.2383935
1635	587.2105279
1636	587.1234131
1637	587.0537576
1638	587.0172933
1639	586.7980052
1640	586.7831746
1641	586.7636595
1642	586.7080937
1643	586.6979473
1644	586.6580895
1645	586.5838265
1646	586.5463228
1647	586.5326857
1648	586.4184354
1649	586.3661323
1650	586.3016333
1651	586.2706815
1652	586.2588659
1653	586.2319276
1654	586.1062306
1655	586.0537907
1656	585.9946708
1657	585.9706901
1658	585.8245876
1659	585.7373991
1660	585.6191772
1661	585.5611498
1662	585.5394091
1663	585.4411748
1664	585.3571185
1665	585.2699954
1666	585.262733
1667	585.0145851
1668	584.9718432
1669	584.946867
1670	584.9247723
1671	584.8710285
1672	584.8399013
1673	584.8028544
1674	584.782504
1675	584.7454564
1676	584.5728548
1677	584.5613713
1678	584.5270848
1679	584.4918903
1680	584.470502
1681	584.380866
